                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
199109        0.436        0.334        0.427        0.412       -0.043        0.380        0.024        0.070        0.383       -0.244       -0.241       -0.359       10.685        9.766       25.707       24.588       -0.140       -1.740       -0.914       -0.019        0.420        0.163        0.294        0.011        0.331       -0.002
199110        0.599        0.642        0.809        0.903       -0.114        0.623        0.214        0.039        0.705       -0.324       -0.391       -2.789       12.916        8.573       23.287       20.431       -0.318       -0.856       -0.736        0.136        0.704        0.319        0.552       -0.069        0.347        0.277
199111        0.627        1.015        0.818        1.265       -0.160        0.702        0.039       -0.059        0.893       -0.305       -0.449       -0.813       13.788        7.301       21.828       21.004       -0.278       -0.508       -0.668       -0.021        0.719        0.688        0.412       -0.094        0.383       -0.241
199112        0.697        1.277        0.903        1.712       -0.297        0.853        0.212       -0.183        1.062       -0.276       -0.261       -0.048       15.175        5.894       18.756       18.022       -0.234        0.160       -0.179        0.161        0.699        0.916        0.392       -0.060        0.348       -0.493
199201        0.457        1.352        0.699        1.812       -0.553        0.940        0.253       -0.268        0.989        0.035       -0.351        0.000       14.867        9.672       16.816       12.996       -0.147        0.093       -0.190        0.212        0.581        1.072        0.158        0.039       -0.404       -0.245
199202        0.661        1.261        0.978        1.774       -0.245        0.881        0.206       -0.373        1.081       -0.006       -0.419        0.049       16.081       11.119       17.785       16.593       -0.102        0.675        0.250        0.166        0.673        0.870        0.473       -0.100       -0.642        0.027
199203        1.251        1.104        0.754        1.417       -0.462        0.725        0.555       -0.330        0.978       -0.259       -0.594        0.724       22.248       20.137       16.552       13.858       -0.151        0.602        0.220        0.565        0.450        0.803        0.312       -0.085       -0.583       -0.222
199204        2.141        1.284        0.633        1.299       -0.360        0.787        0.398       -0.222        1.113       -0.330       -0.670        0.438       24.155       29.227       19.462       17.443       -0.260        0.517        0.162        0.373        0.109        1.031        0.119       -0.104       -0.333       -0.527
199205        2.253        1.295        0.478        1.155       -0.346        0.799       -0.293        0.061        1.067       -0.208       -0.822        0.000       23.168       33.528       19.826       20.134       -0.307        0.489        0.139       -0.344       -0.053        1.103       -0.040        0.100       -0.342        0.247
199206        0.955        0.665        0.445        0.709       -0.196        0.482       -0.410       -0.100        0.607       -0.299       -0.948        0.350       17.951       21.096       21.049       20.999       -0.334       -0.028       -0.181       -0.417        0.236        0.487        0.179        0.069       -0.743        0.282
199207       -0.017        0.060        0.462        0.336       -0.133        0.191       -0.697        0.014        0.215       -0.114       -0.694       -0.382       13.163       12.057       22.899       20.618       -0.474       -0.298       -0.514       -0.718        0.672       -0.125        0.438        0.112       -0.489       -0.285
199208       -0.128       -0.068        0.277        0.075        0.003        0.074       -0.677       -0.447        0.066       -0.385       -0.805       -2.855        8.826        5.434       23.582       23.660       -0.642       -0.663       -0.517       -0.624        0.384       -0.068        0.277       -0.158       -0.868        0.025
199209        0.032       -0.101        0.197       -0.071        0.083        0.031       -0.766       -0.392        0.034       -0.343       -0.671       -3.890        8.984        5.398       24.384       24.454       -0.632       -0.445       -0.277       -0.825        0.222       -0.101        0.197       -0.332       -0.574        0.428
199210       -0.007       -0.310        0.111       -0.254        0.080       -0.149       -0.940       -0.191       -0.106       -0.326       -0.682       -2.593       13.692        7.790       23.499       25.101       -0.520       -0.361       -0.407       -0.937        0.339       -0.310        0.111       -0.246       -0.368        0.972
199211       -0.074       -0.391        0.119       -0.207       -0.200       -0.154       -0.717       -0.137       -0.149       -0.421       -0.831        0.435       14.813        6.336       20.870       19.361       -0.470       -0.718       -0.656       -0.773        0.532       -0.391        0.119       -0.233        0.005        1.103
